group_id,post_id,text
pro_che,103787,1 мая в России отмечают Праздник весны и труда. Такое официальное название вместо Международного дня солидарности трудящихся установили в 1992 году после распада СССР.
pro_che,103786,"Министр просвещения Сергей Кравцов заявил, что с нового учебного года во всех школах России введут единое расписание уроков и единое планирование по школьным предметам. 
Что это значит, зачем нужны такие изменения и что о них думают учителя."
pro_che,103785,"Директор псковской школы запретил в учреждении видеорегистраторы после того, как мать одного из учащихся стала отправлять своего ребенка на учебу с нагрудной камерой. Данное решение было безуспешно оспорено родительницей в суде.
Женщина сообщила, что снабдила ребенка видеорегистратором, так как он сталкивался ""с неоднократными нарушениями прав и законных интересов со стороны одноклассников и педагогического состава, в результате чего ему причинены телесные повреждения, психологическая травма"".
Суд встал на строну школы, отметив, что ведение непрерывной видеосъёмки в период обучения противоречит нормам закона об образовании. Кроме того, сбор персональных данных посредством видеосъемки может происходить только при наличии согласия в письменной форме субъекта персональных данных. В удовлетворении исковых требований женщине было отказано, решение вступило в силу в конце марта.

Источник: РИА"
pro_che,103784,"Руководители российских вузов поддержали идею увеличить количество баллов, которые может получить абитуриент за индивидуальные достижения при поступлении в университет: с 10 до 15–20 баллов. По их мнению, сегодняшнее оценивание поступающих по результатам ЕГЭ дает недостаточную информацию об абитуриенте. Предложение по увеличению объема баллов за индивидуальные достижения абитуриента озвучил ректор МГТУ им. Н. Э. Баумана Михаил Гордин 
 
Удвоить число баллов за индивидуальные достижения предложил на заседании и ректор Национального исследовательского ядерного университета МИФИ Владимир Шевченко. Например, технические вузы, готовящие будущих специалистов на военных объектах, смогут с помощью дополнительных баллов оценить «общекультурные» ценности поступающего и его готовность работать в интересах государственной безопасности, пояснил он. 

Ректор Первого МГМУ им. И. М. Сеченова (Сеченовский университет) Петр Глыбочко считает, что индивидуальные баллы позволяют оценить готовность молодых людей к работе в медицине. Например, медицинские вузы учитывают участие абитуриентов в научных конференциях и других профориентационных мероприятиях. В медицинские вузы не должны поступать «случайные люди», не готовые к трудностям профессии, сказал он."
pro_che,103782,"СПРАШИВАЛИ? ОТВЕЧАЕМ!
Вопрос: Кто из педагогов, работающих в детском саду с детьми с ОВЗ, имеет право на отпуск продолжительностью 56 дней? Зависит ли продолжительность отпуска от количества детей с ОВЗ и продолжительности времени работы с ними?
Ответ: В соответствии с п. 4 раздела 1 приложения к постановлению Правительства РФ от 14 мая 2015 г. № 466 педагогические работники, должности которых указаны в подразделе 2 раздела I номенклатуры должностей, работающие с обучающимися с ограниченными возможностями здоровья и (или) лицами, нуждающимися в длительном лечении, имеют право на отпуск продолжительностью 56 календарных дней.

Таким образом в дошкольных образовательных организациях ежегодные основные удлиненные оплачиваемые отпуска продолжительностью 56 календарных дней предоставляются всем педагогическим работникам, если они работают с воспитанниками с ОВЗ и (или) лицами, нуждающимися в длительном лечении. В данном случае имеется в виду, что все педагогические работники, принимающие непосредственное участие в работе с такими
детьми, имеют право на отпуск указанной продолжительности.

При этом следует знать, что от количества таких детей в группе продолжительность отпуска не зависит, а также от времени фактического нахождения их в группе.

Также следует понимать, что предоставление педагогическим работникам ежегодного основного удлиненного оплачиваемого отпуска продолжительностью 56 календарных дней не обусловлено необходимостью выполнения работы в течение полного рабочего дня в дошкольных группах с детьми (обучающимися) с ОВЗ или в дошкольных санаторных группах для воспитанников, нуждающихся в длительном лечении, как это предусматривалось при ранее действовавшем регулировании продолжительности отпусков.

‼👉Есть вопросы? Возникли проблемы? Члены Профсоюза могут получить квалифицированную юридическую помощь по адресу: ул. Металлургов, д. 3А, каб. 13, тел. 30-24-70 ИЛИ онлайн (контакты для получения онлайн консультации есть в первичных профсоюзных организациях)"
pro_che,103781,"Нельзя уволить за прогул, если работник сообщил о своем плохом самочувствии перед уходом с работы

При увольнении за прогул работодатель должен оценить, была ли причина отсутствия сотрудника уважительной. 
 
Так, судьи признали незаконным увольнение за прогул работника, который: 
-был на работе в спорный день, но плохо себя чувствовал (высокое давление подтверждают данные медосмотра); 
-не смог в этот день попасть на прием к профильному врачу; 
перед уходом сообщил работодателю (руководителю или иному лицу) о плохом самочувствии и о том, что вынужден уйти с работы.

Источник: Определение Первого кассационного суда общей юрисдикции от 17.12.2024 по делу № 88-36945/2024"
pro_che,103780,"Наличие среднего образования не лишает работника права на учебный отпуск 

Сотрудник уже имеет среднее специальное образование, а теперь планирует окончить ещё и вуз. Вправе ли он претендовать на оплачиваемый учебный отпуск в таком случае? 
Специалисты Роструда напомнили, что работодатель обязан будет предоставить такого рода отпуск, если человек впервые получает образование в вузе на заочной или очно-заочной форме обучения. Вуз при этом должен иметь государственную аккредитацию и выдавать студентам справку-вызов для получения учебного отпуска. Эти правила закреплены в части 1 статьи 173 Трудового кодекса.

Источник:https://онлайнинспекция.рф/questions/view/218291"
pro_che,103769,"Каждую весну все школьники России пишут всероссийские проверочные работы. Но несмотря на то, что традиции этой уже много лет, вопросов по ее поводу меньше не становится. МЕЛ собрал самые главные."
pro_che,103766,"Для того, чтобы справиться с кадровым дефицитом в образовании, нужно увеличить целевой набор и контрольные цифры приёма на педагогические специальности, развивать профориентацию школьников и внедрять адресное сопровождение студентов, сказал глава Минтруда Антон Котяков на заседании Совета законодателей РФ в Санкт-Петербурге 28 апреля. 
 
По его словам, в образовании заняты 5,4 млн человек, из них в госучреждениях трудятся почти 2,5 млн. Это 1,3 млн учителей, более 600 тыс. воспитателей детских садов, 260 тыс. педагогов дополнительного образования, 156 тыс. учителей колледжей и 177 тыс. педагогов вузов. Сейчас открыто свыше 21 тыс. вакансий педагогических работников, при этом 15% приходится на математиков. В части регионов кадровая обеспеченность школ «достигается повышенной интенсивностью труда». 
 
Под влиянием этих факторов до 2030 года суммарная дополнительная потребность сферы образования составит свыше 480 тыс. работников, сказал министр. В том числе за пять лет надо подготовить или вернуть в профессию 206 тыс. школьных учителей."
pro_che,103765,"‼СФР намерен скорректировать утвержденные в прошлом году формы документов и сведений, применяемых в целях назначения и выплаты больничных и детских пособий. Подготовлен соответствующий проект приказа. 
‼ Планируется обновить четыре из восьми действующих форм: 
👉сведения о застрахованном лице; 
👉извещение о внесении исправлений в листок нетрудоспособности; 
👉заявление о назначении ежемесячного пособия по уходу за ребенком; 
👉уведомление о прекращении права застрахованного лица на получение ежемесячного пособия по уходу за ребенком. 

‼👉Обновленные формы документов разработаны с учетом необязательности указания идентификационного номера застрахованного лица, а также обязательности указания СНИЛС ребенка при обращении за назначением и выплатой ежемесячного пособия по уходу за ним."
pro_che,103764,"СПРАШИВАЛИ? ОТВЕЧАЕМ!
Вопрос: Работаю в детском саду инструктором по физической культуре. Заведующая сообщила, что переведет меня на период отпусков на должность воспитателя. Это законно?
Ответ: Работодатель нарушает нормы трудового законодательства.

Перевод на другую работу допускается только с письменного согласия работника (Статья 72.1 ТК РФ), за исключением следующих случаев:

- в случае катастрофы природного или техногенного характера, производственной аварии, несчастного случая на производстве, пожара, наводнения, голода, землетрясения, эпидемии или эпизоотии и в любых исключительных случаях, ставящих под угрозу жизнь или нормальные жизненные условия всего населения или его части, для предотвращения указанных случаев или устранения их последствий;

- в случаях простоя (временной приостановки работы по причинам экономического, технологического, технического или организационного характера), необходимости предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника, если простой или необходимость предотвращения уничтожения или порчи имущества либо замещения временно отсутствующего работника вызваны чрезвычайными обстоятельствами (катастрофа, производственная авария, несчастный случай на производстве, пожар, наводнение, голод, землетрясение, эпидемия, эпизоотия).

При этом перевод на работу, требующую более низкой квалификации, допускается только с письменного согласия работника.

Как видите, ""период отпусков"" в перечне отсутствует.

‼👉Есть вопросы? Возникли проблемы? Члены Профсоюза могут получить квалифицированную юридическую помощь по адресу: ул. Металлургов, д. 3А, каб. 13, тел. 30-24-70 ИЛИ онлайн (контакты для получения онлайн консультации есть в первичных профсоюзных организациях)"
pro_che,103763,"ВНИМАНИЕ!
Минпросвещения России и Рособрнадзор изменили расписание ЕГЭ. В ранее утвержденный график добавили еще по одному дню для сдачи ЕГЭ по математике базового и профильного уровней (26 мая) и русскому языку (29 мая) 
Приказ Минпросвещения России и Рособрнадзора от 25 апреля 2025 г. № 344/939/939 прилагаем.
 
Теперь для обязательных предметов в рамках основного этапа предусмотрено по два дня: 
для математики – 26 мая (понедельник) и 27 мая (вторник); 
для русского языка – 29 мая (четверг) и 30 мая (пятница)."
pro_che,103761,"При разделении смены (рабочего дня) на части время перерыва не относится к рабочему

Разделение рабочего дня на части производится в организациях, специфика работы в которых подразумевает разную загруженность в течение рабочего дня. Также разделение рабочего дня на части может вводиться организациями с особым характером труда (ст. 105 ТК РФ). Суть разделения рабочего дня заключается в том, что сотрудник работает с одним или несколькими продолжительными по времени перерывами (ст. 105 ТК РФ). 
 
Судьи пришли к выводу, что даже если в перерыве между сменами работник находится на территории работодателя (в соответствии с локальными нормативными актами работодателя не может ее покидать), то такое время не включается в рабочее и не подлежит оплате.

Источник: Определение Первого кассационного суда общей юрисдикции от 16.12.2024 по делу № 88-35357/2024"
pro_che,103758,"‼‼Сокращение рабочего времени накануне праздничного дня при режиме неполного рабочего времени 

Ситуация: 
Работник трудится в режиме неполного рабочего времени. Работодатель отказывается сокращать продолжительность рабочего времени на 1 час в предпраздничный день. По мнению работодателя, это правило распространяется только для работников с полной рабочей сменой. 
 
Анализируем ситуацию 
‼В данной ситуации действия работодателя незаконны. 
 
‼Работа на условиях неполного рабочего времени (неполный рабочий день/неполная рабочая неделя) не влечет для работников каких-либо ограничений трудовых прав (ч. 3 ст. 93 ТК РФ). 
 
‼👉Согласно ч. 1 ст. 95 ТК РФ продолжительность рабочего дня (смены), непосредственно предшествующего нерабочему праздничному дню, уменьшается на один час. Данное правило распространяется на всех работников независимо от продолжительности их рабочего времени. 
 
‼👉Исключением из данного правила являются только работники непрерывно действующих организаций и работники, занятые на отдельных видах работ, где невозможно уменьшение продолжительности работы (смены) (например, в медицинских учреждениях или в транспортных предприятиях) (ч. 2 ст. 95 ТК РФ). ‼‼👉Для них вместо уменьшения продолжительности работы (смены), рабочего дня, предшествующего нерабочему праздничному дню, предусмотрена компенсация переработки путем предоставления дополнительного времени отдыха или, с согласия работника, оплаты по нормам, установленным для сверхурочной работы. 
 
Работники с неполным рабочим временем в это исключение не попадают. 
 
Таким образом, работодатель не имел права отказывать работнику, работающему в режиме неполного рабочего времени, в сокращении продолжительности рабочего дня на 1 час в предпраздничный день. 
 
‼‼👉Если работодатель отказывается добровольно устранить нарушение трудовых прав работника, работник имеет право обратиться в суд или направить жалобу в государственную инспекцию труда того субъекта Российской Федерации, на территории которого зарегистрирован работодатель. Подать жалобу можно путем личного обращения в инспекцию, а также посредством электронного ресурса Онлайнинспекция.РФ. 
 
‼‼👉В случае нарушения трудового законодательства работодатель может быть привлечен к административной ответственности. 
 
‼👉Согласно ст. 5.27 Кодекса Российской Федерации об административных правонарушениях нарушение трудового законодательства влечет предупреждение или наложение административного штрафа: 
 
1) на должностное лицо – в размере от одной тысячи до пяти тысяч рублей; 
 
2) на лицо, осуществляющее предпринимательскую деятельность без образования юридического лица, – от одной тысячи до пяти тысяч рублей; 
 
3) на юридическое лицо – от тридцати тысяч до пятидесяти тысяч рублей. 
 
Правильный порядок действий в данной ситуации: 
1. Работодатель должен издать приказ о сокращении рабочего дня (смены) в связи с праздничным днем. 
 
2. Работодатель должен ознакомить работников с приказом о сокращении рабочего дня (смены) в связи с праздничным днем.

Источник: https://онлайнинспекция.рф/situations/show/52"
